epoch,step,min,max,mean,std
1,200,-0.8007679581642151,1.0436910390853882,0.0068473778665065765,0.16958223283290863
2,400,-0.7214237451553345,0.9844013452529907,0.0014435783959925175,0.1543291211128235
3,600,-2.892925977706909,2.2245585918426514,-0.006923351436853409,0.48955196142196655
4,800,-1.658632755279541,1.2421455383300781,0.005321872886270285,0.2871878743171692
5,1000,-2.222574472427368,2.0871083736419678,0.010043674148619175,0.3733823001384735
6,1200,-1.1433016061782837,1.2207460403442383,0.013596685603260994,0.19636350870132446
7,1400,-1.4212225675582886,1.4122220277786255,0.0069531467743217945,0.2707987427711487
8,1600,-1.0327682495117188,1.0688575506210327,0.003289272543042898,0.19287501275539398
9,1800,-0.7626338601112366,0.9640129804611206,-0.0009356470545753837,0.13241197168827057
10,2000,-1.0691583156585693,1.3580517768859863,-0.005132740363478661,0.2516453266143799
11,2200,-1.2967042922973633,1.398134708404541,-0.005184051115065813,0.28761541843414307
12,2400,-0.9009109139442444,0.9055886268615723,-0.006310512311756611,0.18447564542293549
13,2600,-0.720016598701477,0.7807551026344299,-0.005774639081209898,0.11594530940055847
14,2800,-0.8364668488502502,0.7688143849372864,-0.0023492539767175913,0.1493479460477829
15,3000,-0.9277012944221497,0.8979185223579407,0.007386340759694576,0.18291506171226501
16,3200,-1.244586706161499,1.5677963495254517,0.012574560940265656,0.2269415259361267
17,3400,-1.7440321445465088,1.6851415634155273,0.015404995530843735,0.27265483140945435
18,3600,-1.4145994186401367,1.3375377655029297,0.010588588193058968,0.21524864435195923
19,3800,-1.3959581851959229,1.1944652795791626,0.004461455624550581,0.22714026272296906
20,4000,-1.5641963481903076,1.3754981756210327,0.0063622696325182915,0.25435563921928406
21,4200,-0.7710299491882324,0.6129170060157776,-0.004933690652251244,0.13195714354515076
