1,200,3.091812133789063e-05
2,400,2.3884773254394533e-05
3,600,2.5631189346313475e-05
4,800,2.4656057357788087e-05
5,1000,2.3827552795410156e-05
6,1200,2.781391143798828e-05
7,1400,2.914547920227051e-05
8,1600,2.7756690979003907e-05
9,1800,2.8966665267944337e-05
10,2000,2.5722980499267578e-05
11,2200,2.5339126586914063e-05
12,2400,2.4862289428710938e-05
13,2600,2.856135368347168e-05
14,2800,2.6885271072387695e-05
15,3000,3.1086206436157224e-05
16,3200,2.8560161590576173e-05
17,3400,2.7453899383544923e-05
18,3600,2.750873565673828e-05
19,3800,2.5647878646850587e-05
20,4000,2.4983882904052736e-05
21,4200,2.692580223083496e-05
22,4400,2.614140510559082e-05
23,4600,2.7791261672973632e-05
24,4800,2.2870302200317382e-05
25,5000,2.835512161254883e-05
26,5200,0.0007095527648925781
27,5400,0.0007169020175933838
28,5600,0.00071136474609375
29,5800,0.0007001698017120361
30,6000,0.0006472373008728027
31,6200,0.0006962597370147705
32,6400,0.000721745491027832
33,6600,0.0006750571727752686
34,6800,0.0006616461277008057
35,7000,0.000728909969329834
36,7200,0.0008330798149108887
37,7400,0.0006903135776519776
38,7600,0.000757375955581665
39,7800,0.0007428741455078125
40,8000,0.0006932389736175538
41,8200,0.0006575930118560791
42,8400,0.0006706809997558594
43,8600,0.0007054615020751953
44,8800,0.0006983292102813721
45,9000,0.0006467938423156738
46,9200,0.000631951093673706
47,9400,0.0006592190265655518
48,9600,0.0006127262115478516
49,9800,0.0006976330280303955
50,10000,0.0006968188285827637
51,10200,0.000689854621887207
52,10400,0.0006917691230773925
53,10600,0.0006952702999114991
54,10800,0.0006377387046813965
55,11000,0.0006891560554504395
56,11200,0.0007321500778198242
57,11400,0.0006823420524597168
58,11600,0.0007798314094543457
59,11800,0.0006875932216644287
60,12000,0.000686337947845459
61,12200,0.0006839048862457276
62,12400,0.0006736063957214355
63,12600,0.000707007646560669
64,12800,0.0006365251541137696
